Points,O.Points,Assists,O.Assists,Blocks,O.Blocks,DefensiveRebounds,O.DefensiveRebounds,Fouls,O.Fouls,FreeThrowsAttempted,O.FreeThrowsAttempted,FreeThrowsMade,O.FreeThrowsMade,OffensiveRebounds,O.OffensiveRebounds,Steals,O.Steals,ThreePointersAttempted,O.ThreePointersAttempted,ThreePointersMade,O.ThreePointersMade,Turnovers,O.Turnovers,TwoPointersMade,TwoPointersAttempted,O.TwoPointersMade,O.TwoPointersAttempted
104,94,28,20,2,4,30,31,26,19,20,30,17,25,10,13,8,4,20,13,7,3,11,17,33,65,30,62
113,106,28,22,2,2,34,24,28,25,24,31,19,20,15,8,7,9,31,19,12,8,16,14,29,58,31,60
96,89,17,17,5,12,34,40,18,24,24,17,20,10,21,10,10,5,14,11,4,3,15,18,32,82,35,72
101,105,11,18,4,4,30,29,38,39,53,41,42,29,17,16,4,5,16,17,5,8,14,13,22,59,26,63
90,92,14,14,3,3,32,37,23,24,35,29,24,19,14,8,6,4,11,11,4,3,10,10,27,66,32,64
102,106,17,25,9,5,28,31,27,29,38,34,29,27,6,16,7,9,19,22,9,9,20,18,23,49,26,63
91,69,21,13,7,5,34,26,22,27,34,18,23,11,5,11,6,7,14,7,6,2,13,13,25,45,26,67
101,102,25,22,6,4,24,23,20,18,15,18,11,16,11,14,6,7,9,16,4,6,17,12,39,69,34,66
88,86,19,14,6,7,32,28,18,25,33,24,21,18,12,13,6,6,14,16,3,4,14,10,29,60,28,62
87,98,28,23,5,12,28,33,21,21,17,18,14,15,8,7,8,7,15,21,3,11,14,18,32,68,25,53
108,113,27,21,5,4,22,16,22,24,15,21,13,18,15,6,6,7,17,17,7,11,16,9,37,64,31,59
106,98,25,23,7,5,28,23,23,31,40,28,29,22,9,14,6,11,9,7,3,2,18,13,34,59,35,75
102,97,29,16,7,6,34,35,22,24,16,24,10,21,9,9,8,7,22,9,8,2,16,22,34,71,35,77
115,108,20,21,3,10,27,22,22,17,23,32,17,26,11,8,9,2,24,25,10,8,8,13,34,61,29,52
78,98,12,16,4,2,21,32,17,24,26,26,15,20,13,15,5,5,7,16,1,6,8,12,30,70,30,59
107,100,24,17,8,10,42,29,34,27,33,52,25,43,15,13,6,11,27,14,8,3,17,13,29,62,24,67
102,105,19,28,5,3,33,29,17,21,23,16,15,9,8,14,7,6,14,19,5,8,12,10,36,66,36,70
104,84,31,20,2,2,27,28,16,19,16,20,8,15,5,9,9,9,18,11,10,9,11,19,33,58,21,58
79,92,16,27,4,4,32,29,20,19,26,15,15,14,10,8,10,6,14,23,4,12,14,16,26,63,21,55
102,90,22,15,7,3,43,26,23,20,22,27,16,19,9,16,2,8,10,19,4,9,14,5,37,69,22,70
97,88,18,12,9,5,32,24,27,26,26,26,21,20,11,8,7,5,8,8,4,2,15,14,32,66,31,67
82,95,22,20,1,1,30,33,26,23,30,36,20,32,8,7,4,5,17,10,4,5,14,11,25,54,24,57
101,99,31,19,4,6,27,34,24,23,20,25,15,18,11,12,4,4,10,25,4,9,7,13,37,79,27,54
75,90,20,24,5,4,24,22,14,18,16,14,10,9,12,9,11,12,15,32,3,15,21,15,28,53,18,40
100,91,27,13,9,5,31,32,23,15,17,34,11,26,13,6,5,8,18,8,7,3,12,9,34,67,28,68
77,85,17,15,0,3,27,32,23,22,20,27,12,19,9,15,5,9,10,9,1,2,17,19,31,66,30,65
99,102,16,16,2,5,33,24,28,32,46,33,35,27,15,12,6,10,7,13,2,3,22,11,29,64,33,71
99,98,22,19,7,5,25,24,18,21,22,23,20,15,21,15,7,9,15,14,7,3,15,13,29,70,37,67
112,94,27,8,11,3,34,29,30,26,29,33,25,26,9,16,6,11,26,11,9,4,21,22,30,56,28,76
107,102,20,22,2,5,27,22,20,27,29,19,26,13,10,6,10,8,18,23,7,9,11,15,30,61,31,52
93,98,16,22,3,3,22,26,26,26,33,29,23,24,18,4,8,6,16,10,6,4,13,14,26,59,31,56
94,102,18,29,4,5,22,31,22,19,23,25,17,20,8,15,9,12,23,12,9,4,15,15,25,51,35,69
99,89,27,20,8,7,39,31,21,25,27,25,20,16,6,6,4,8,8,21,3,7,12,11,35,69,26,61
77,91,18,15,5,8,29,32,18,26,24,19,18,17,10,8,3,6,10,14,1,6,12,11,28,67,28,62
85,110,11,25,2,10,27,38,22,19,22,36,20,25,11,7,8,4,11,18,5,7,13,13,25,73,32,53
92,111,22,25,2,3,26,26,22,18,15,22,11,19,12,15,9,9,13,17,3,6,16,11,36,68,37,72
89,73,15,17,9,2,34,26,22,26,31,17,23,9,7,12,5,6,17,11,6,2,9,12,24,49,29,69
97,102,25,17,3,4,26,28,27,22,24,36,20,26,9,13,3,8,16,15,3,2,13,11,34,63,35,60
125,116,29,30,10,5,27,18,24,32,39,27,36,23,12,15,8,10,7,13,1,7,21,15,43,68,36,75
75,84,10,14,7,4,27,33,20,28,39,22,27,18,11,8,11,8,14,7,2,2,17,18,21,53,30,62
91,73,19,8,6,2,30,22,26,26,25,34,18,24,13,14,8,7,18,9,5,3,15,17,29,58,20,58
130,85,33,12,15,7,36,22,17,15,15,13,14,9,16,15,4,6,32,12,16,2,12,10,34,58,35,85
101,104,21,19,4,5,23,30,34,35,33,45,28,33,8,12,8,6,25,6,11,5,14,18,20,48,28,61
119,111,25,26,5,2,32,34,20,31,36,27,22,22,12,8,10,6,19,21,7,9,12,16,38,71,31,63
84,97,12,30,9,7,27,31,21,24,27,20,19,10,16,13,11,9,7,16,1,5,13,16,31,77,36,67
84,79,20,12,9,3,32,34,25,26,27,32,22,25,10,12,5,8,12,3,4,0,11,14,25,62,27,71
87,101,16,13,4,6,25,30,21,26,33,35,23,30,11,11,7,7,3,12,0,3,14,15,32,74,31,59
95,83,29,9,7,2,24,20,31,28,22,31,17,20,13,9,7,6,8,8,2,5,18,21,36,65,24,54
93,102,18,24,5,1,33,28,26,22,29,24,21,18,11,4,10,12,15,20,4,10,23,15,30,59,27,58
91,102,19,28,2,6,24,38,20,25,24,15,19,9,9,10,9,6,22,15,4,7,10,16,30,61,36,65
85,88,17,22,8,5,35,34,23,23,29,16,21,11,5,10,8,11,14,18,2,5,18,18,29,59,31,66
98,84,24,16,6,1,31,28,25,23,25,28,19,23,10,12,11,9,18,13,3,5,15,17,35,63,23,65
74,84,13,13,6,6,26,32,24,22,23,20,17,15,9,15,6,6,11,12,1,5,12,15,27,62,27,61
110,118,18,25,1,3,37,38,24,23,27,29,17,22,7,16,10,8,21,25,7,10,18,17,36,69,33,72
95,106,23,16,4,6,31,25,29,22,30,34,21,28,5,7,7,11,14,16,4,6,15,13,31,57,30,58
111,87,27,15,7,3,39,28,22,16,17,29,11,23,4,14,3,4,16,20,8,4,8,6,38,62,26,68
80,93,18,27,5,4,29,35,16,21,20,15,16,10,8,10,7,6,15,18,2,7,10,10,29,65,31,66
100,109,17,23,6,4,28,33,21,25,30,29,24,21,10,5,5,6,23,15,8,8,13,13,26,56,32,57
83,90,15,17,8,11,24,36,26,30,45,28,30,21,14,14,8,5,16,7,5,3,12,16,19,54,30,68
92,100,18,17,5,3,30,33,25,27,29,35,22,31,11,12,7,5,18,12,6,3,16,14,26,58,30,69
90,106,20,26,7,5,24,29,20,27,35,21,23,16,14,17,8,13,15,24,3,10,17,15,29,58,30,60
119,115,30,34,9,5,31,28,15,25,30,19,24,11,15,10,11,11,14,21,9,10,17,16,34,77,37,69
101,89,21,17,11,4,29,26,19,22,27,22,21,19,15,7,9,4,11,8,4,2,14,14,34,66,32,66
85,81,20,9,2,3,31,36,16,20,8,15,7,10,7,9,6,5,28,10,8,3,15,23,27,56,31,68
98,95,18,13,4,3,28,29,27,26,25,25,12,21,13,6,3,7,10,9,6,4,15,15,34,72,31,63
103,106,19,22,6,3,27,29,20,21,27,26,25,21,10,7,8,6,18,17,4,5,10,10,33,64,35,61
103,111,21,19,5,5,27,35,28,23,26,38,17,31,21,16,8,5,15,14,4,4,10,12,37,81,34,71
111,106,23,17,2,6,26,23,28,29,30,32,24,26,15,5,9,7,24,18,11,6,13,14,27,59,31,50
101,91,22,24,4,2,32,30,19,25,28,21,25,16,10,11,8,3,10,20,4,5,9,12,32,73,30,63
94,84,12,16,2,3,41,31,25,21,28,22,22,12,9,9,6,7,2,15,0,6,12,12,36,75,27,65
94,83,22,16,6,2,31,27,29,33,30,38,19,25,18,7,6,11,15,9,5,2,21,18,30,64,26,60
103,94,19,21,8,3,26,26,15,30,43,14,33,8,12,8,9,1,10,13,4,6,7,15,29,60,34,62
95,107,25,26,4,3,30,38,22,20,23,25,17,16,10,3,5,5,25,15,8,9,9,11,27,60,32,57
80,66,20,17,9,6,41,31,18,17,19,20,16,11,6,8,10,9,16,12,4,7,15,12,26,53,17,59
104,123,16,30,3,2,19,26,26,24,32,34,23,30,15,7,7,6,21,14,5,7,11,10,33,66,36,60
95,82,23,14,8,6,30,24,19,19,24,23,14,16,12,9,6,2,9,13,5,4,5,12,33,69,27,57
111,118,18,33,5,4,27,30,26,28,41,20,34,13,11,10,13,8,15,20,5,9,22,20,31,62,39,68
101,109,22,24,3,8,31,26,28,18,16,45,15,25,11,14,3,4,5,12,2,8,7,4,40,80,30,65
104,101,15,18,7,7,37,35,28,33,45,29,28,22,13,13,8,5,20,24,6,7,15,13,29,63,29,69
110,100,21,22,9,3,26,19,18,27,31,26,25,22,13,14,8,10,19,9,9,6,14,14,29,60,30,68
86,100,17,21,2,6,29,30,29,29,29,32,17,25,17,13,4,10,21,14,9,3,14,7,21,58,33,65
92,78,21,18,8,4,38,21,26,26,30,30,21,22,17,6,5,9,8,13,3,4,16,11,31,66,22,55
92,112,22,24,4,2,22,21,22,18,13,23,6,16,10,13,7,10,12,19,4,12,18,13,37,65,30,59
106,109,13,17,5,1,30,25,25,35,44,30,34,26,17,10,4,7,13,15,4,5,10,8,30,60,34,63
90,89,22,28,3,11,38,34,15,17,14,7,9,4,13,5,7,12,6,27,3,9,16,14,36,82,29,62
87,91,25,16,9,1,32,36,21,15,7,23,5,19,6,5,4,11,24,10,10,6,19,12,26,55,27,67
85,101,24,27,3,4,27,30,23,22,23,29,16,22,16,7,13,11,16,12,3,5,26,21,30,63,32,60
97,100,26,27,4,5,34,27,22,28,36,27,24,16,12,13,4,8,22,13,7,6,13,7,26,55,33,74
94,100,19,20,5,4,29,28,31,20,27,41,17,31,13,15,8,10,18,8,7,1,18,13,28,59,33,70
95,87,17,13,8,4,47,48,19,21,19,28,6,23,11,13,2,3,15,8,5,2,4,5,37,79,29,85
107,110,20,22,3,3,32,32,24,28,29,31,23,26,18,8,9,7,21,26,10,8,11,14,27,78,30,54
91,93,23,25,1,3,31,25,24,19,24,25,18,20,13,7,5,2,12,11,3,7,7,6,32,69,26,61
94,74,20,16,0,3,35,23,23,23,30,23,20,15,8,7,8,8,15,17,8,3,14,13,25,52,25,54
83,100,24,16,2,8,35,37,20,24,23,23,16,19,11,6,2,7,21,19,3,7,12,10,29,62,30,61
85,71,22,17,6,4,34,24,23,24,25,20,18,13,10,12,5,5,5,26,3,6,17,14,29,66,20,54
79,94,20,20,7,4,28,33,22,22,17,26,9,16,10,15,7,7,15,15,4,6,12,15,29,62,30,60
102,89,19,8,2,4,33,31,22,24,30,25,21,21,6,6,7,7,13,7,7,2,9,16,30,62,31,64
82,77,18,10,13,11,27,27,26,30,31,33,21,26,26,9,5,7,12,8,3,3,9,10,26,73,21,56
90,105,20,23,4,2,28,27,29,27,28,31,21,20,13,11,8,9,7,18,1,11,17,17,33,67,26,58
102,96,12,21,7,5,39,35,18,24,32,20,18,16,15,9,5,2,12,21,2,6,8,8,39,77,31,72
83,91,21,16,3,8,38,38,27,25,26,35,20,21,13,12,4,9,14,9,3,2,14,13,27,65,32,70
109,98,32,26,8,2,29,30,13,16,15,15,11,11,13,7,8,7,20,12,10,3,12,11,34,67,39,72
94,105,18,17,1,6,20,36,25,26,27,27,23,22,5,6,13,6,24,17,9,9,13,22,22,51,28,47
106,101,15,22,4,4,25,29,12,31,35,18,27,14,20,13,8,8,8,13,3,7,9,16,35,80,33,68
105,111,29,24,2,7,25,46,27,22,23,35,16,25,7,15,7,3,37,20,15,8,8,19,22,52,31,60
94,85,23,18,5,2,28,24,21,21,26,24,16,16,9,13,8,9,20,16,8,7,20,14,27,46,24,65
98,104,19,21,2,1,23,25,24,26,29,35,22,28,20,7,3,6,18,13,8,6,11,9,26,63,29,54
88,90,20,22,5,2,32,29,19,19,22,20,19,12,12,8,4,5,6,13,1,8,10,8,33,73,27,63
96,100,30,25,6,3,28,32,26,24,25,25,21,17,11,11,5,8,18,14,5,5,16,18,30,63,34,66
122,111,20,12,10,2,22,19,29,26,32,33,24,22,11,19,9,11,16,9,12,5,19,16,31,52,37,78
88,101,19,28,9,8,32,38,16,13,16,10,10,9,11,13,6,5,10,29,2,8,17,13,36,74,34,63
97,91,20,15,8,1,33,23,27,27,34,37,26,33,13,8,6,7,13,24,3,6,13,11,31,59,20,52
109,103,20,18,5,8,34,28,21,27,26,27,19,19,8,6,7,8,13,8,6,4,12,10,36,71,36,73
115,106,32,32,5,9,36,33,26,26,27,23,21,20,9,8,6,13,24,22,12,10,17,15,29,63,28,66
93,83,20,24,10,3,27,27,25,29,33,30,28,19,10,13,5,10,22,9,9,0,18,14,19,46,32,66
110,82,29,20,6,0,31,26,19,22,26,12,19,7,15,13,6,5,18,10,9,5,12,15,32,63,30,71
98,108,22,27,3,1,34,27,24,23,24,23,20,15,4,6,3,10,15,29,8,17,16,11,27,56,21,51
105,112,20,26,6,6,23,40,22,28,34,29,22,21,12,9,12,4,12,20,3,9,8,14,37,76,32,58
99,111,26,20,6,4,24,21,29,22,21,26,13,21,5,7,10,9,17,18,8,12,20,13,31,49,27,55
78,103,18,24,2,9,30,33,23,18,16,19,12,15,16,11,6,4,12,11,4,4,15,16,27,76,38,71
80,88,15,26,6,3,28,29,19,26,26,14,21,11,10,9,6,10,15,10,3,3,16,16,25,56,34,65
118,86,34,18,8,4,32,18,18,27,26,20,18,16,8,14,9,10,17,15,14,4,21,19,29,55,29,71
115,107,29,23,4,6,33,29,24,18,31,24,24,15,4,12,6,5,28,22,11,8,12,13,29,50,34,63
89,81,28,21,5,2,34,31,12,16,20,16,11,14,7,9,6,5,8,16,4,5,6,10,33,68,26,63
91,87,21,23,7,10,35,41,14,19,15,4,10,3,10,19,9,2,16,32,3,12,4,15,36,77,24,64
96,102,15,20,5,5,35,33,29,30,38,34,27,28,22,5,6,5,13,19,5,8,12,9,27,73,25,54
90,89,17,20,7,4,33,34,19,20,19,16,12,8,10,12,6,6,18,13,6,3,12,13,30,61,36,73
110,107,25,22,3,1,28,30,26,20,19,34,17,26,19,16,5,8,21,16,11,5,10,12,30,75,33,67
89,76,20,14,4,4,28,28,17,18,16,14,12,10,10,6,15,4,6,11,1,6,11,23,37,80,24,56
74,76,18,16,5,5,30,30,17,21,27,13,19,10,11,10,8,8,20,22,5,8,11,13,20,51,21,52
102,95,17,17,6,3,33,30,21,28,27,22,23,15,5,16,5,7,11,14,5,4,13,13,32,63,34,75
118,90,36,15,4,2,34,26,23,16,19,30,16,23,6,6,7,9,20,25,10,9,13,13,36,60,20,51
80,107,14,31,6,5,27,34,19,18,24,24,19,20,16,13,5,12,19,12,3,7,16,12,26,65,33,70
97,92,26,16,4,6,29,26,23,26,31,21,22,18,15,9,4,4,14,22,5,8,13,12,30,63,25,56
106,103,22,25,5,2,29,35,27,30,36,27,24,25,14,11,14,7,18,18,4,4,15,20,35,70,33,65
109,98,23,15,10,4,36,27,24,30,33,26,25,19,13,10,6,10,11,21,4,5,18,12,36,72,32,69
104,106,21,19,8,9,28,26,29,19,12,34,10,26,13,13,6,10,12,17,6,8,19,9,38,73,28,70
90,92,15,21,6,3,34,26,20,26,26,26,19,15,5,6,8,8,7,16,1,9,15,12,34,64,25,64
111,101,25,24,2,4,28,25,22,23,28,24,24,22,10,11,12,7,21,17,11,5,11,13,27,57,32,61
109,107,18,23,3,6,28,27,21,28,31,20,21,15,17,15,6,5,10,16,6,4,11,11,35,79,40,75
92,105,21,25,3,8,19,28,27,20,21,34,15,25,16,11,7,7,24,10,9,2,19,13,25,54,37,66
110,85,20,26,8,1,25,21,23,28,44,19,32,15,8,9,12,4,11,8,6,0,16,20,30,52,35,67
111,92,24,15,5,3,39,27,30,29,35,34,27,24,12,7,5,7,11,11,4,2,14,11,36,67,31,68
112,90,19,14,7,5,37,26,29,28,48,30,34,20,6,16,8,8,18,15,6,2,18,12,30,54,32,77
99,85,27,24,4,2,40,31,21,29,33,25,23,17,5,6,7,11,14,10,4,2,14,15,32,56,31,69
93,89,20,17,9,4,22,28,22,26,34,26,31,18,14,12,7,6,15,11,6,1,8,16,22,56,34,59
111,83,27,10,10,0,31,28,23,21,19,23,15,17,11,21,7,9,33,25,10,6,14,17,33,49,24,66
101,89,17,30,11,2,25,25,23,31,45,20,37,13,7,20,11,9,10,10,0,4,16,20,32,55,32,74
89,79,20,15,7,10,19,23,24,27,19,32,15,23,19,18,8,7,13,12,6,2,10,15,28,69,25,51
96,109,18,25,7,1,29,30,19,31,49,24,35,16,6,5,7,5,7,18,1,9,13,14,29,59,33,57
85,96,10,20,3,5,30,28,19,27,29,27,19,23,9,10,6,8,13,17,2,5,17,11,30,55,29,59
110,116,24,25,4,4,25,32,27,32,38,33,21,23,11,13,15,10,15,11,5,3,17,21,37,69,42,73
97,75,23,11,9,2,41,26,18,16,13,18,10,9,11,17,6,11,23,3,9,0,21,11,30,53,33,86
81,94,20,23,5,3,28,30,18,23,17,23,12,19,9,3,3,8,21,21,5,9,14,13,27,55,24,47
111,100,19,21,3,5,33,29,19,23,28,23,21,18,14,10,9,4,15,23,6,8,12,15,36,69,29,59
88,69,24,12,9,4,38,27,23,20,24,20,15,12,9,10,8,8,8,8,3,3,13,9,32,66,24,75
100,108,23,17,5,3,34,27,25,13,10,41,8,33,4,11,3,11,21,27,8,11,15,11,34,60,21,47
95,105,16,22,0,4,26,33,26,24,26,34,21,26,11,12,7,7,13,8,4,3,12,14,31,68,35,68
88,97,20,22,5,6,26,40,18,26,34,22,24,22,11,17,10,6,13,5,4,1,10,18,26,68,36,80
101,94,21,18,3,1,32,31,31,23,24,39,18,27,10,15,2,6,18,14,7,5,13,9,31,60,26,67
94,89,17,19,5,7,33,33,19,26,37,24,26,17,11,13,8,10,13,19,6,4,16,16,25,59,30,61
95,77,22,13,5,1,32,30,23,25,33,28,25,22,11,12,9,8,25,14,10,3,14,15,20,46,23,59
111,108,29,13,8,3,32,30,25,17,17,35,10,27,11,11,5,14,16,7,7,1,15,7,40,71,39,79
88,95,19,17,4,3,42,46,27,27,35,32,22,26,8,4,5,4,19,22,6,9,9,9,24,63,21,55
98,90,14,20,5,3,15,26,33,34,45,42,32,29,12,14,14,7,12,9,4,1,15,20,27,55,29,56
88,104,16,24,2,7,30,29,29,25,34,36,23,25,16,8,4,7,13,20,1,7,12,10,31,68,29,53
108,86,32,20,6,2,42,33,24,28,31,31,19,27,16,16,10,8,15,24,7,5,17,15,34,71,22,62
97,85,27,18,5,3,29,27,12,25,25,9,16,4,12,15,3,2,21,11,5,5,7,10,33,58,33,73
95,90,19,13,3,3,30,31,17,23,27,25,14,15,6,8,6,8,14,11,5,5,15,14,33,58,30,62
111,112,27,14,6,0,24,38,21,18,20,31,15,21,6,14,7,3,22,13,12,9,6,15,30,64,32,69
98,101,16,19,4,3,29,27,29,21,24,36,19,31,18,10,9,6,20,14,5,4,13,12,32,65,29,60
83,91,22,19,5,6,24,36,29,18,16,40,15,27,6,11,8,6,13,9,4,2,11,13,28,63,29,61
97,92,17,20,7,9,32,30,27,29,33,31,22,23,15,19,6,5,12,21,3,3,17,18,33,68,30,64
85,70,17,15,2,2,39,24,14,16,17,14,12,8,18,6,3,7,13,7,5,2,10,8,29,69,28,68
102,91,20,25,9,3,37,28,13,19,29,10,22,7,10,11,8,6,19,21,4,6,13,12,34,59,33,71
105,102,21,14,11,5,29,24,31,30,40,42,33,38,20,5,9,8,12,17,4,6,15,17,30,68,23,50
92,105,17,19,5,2,26,31,16,17,21,21,15,15,15,8,5,10,19,13,5,4,14,10,31,64,39,67
101,109,19,27,1,3,27,24,28,25,33,36,26,27,13,4,8,12,17,16,7,6,20,13,27,57,32,54
108,93,21,14,2,1,29,24,21,21,27,30,19,21,11,17,8,4,6,17,3,4,10,15,40,74,30,61
102,80,17,13,6,2,30,19,20,22,32,24,26,18,19,11,9,4,5,12,2,4,11,16,35,73,25,60
118,111,20,27,3,4,29,24,27,36,50,35,38,25,20,7,7,4,18,12,2,4,12,12,37,63,37,66
89,103,19,26,3,6,31,39,20,21,14,17,10,17,11,6,6,5,11,18,3,6,13,14,35,79,34,59
112,118,24,28,2,7,23,29,21,24,27,23,19,17,11,11,9,9,19,17,11,7,14,15,30,66,40,61
94,91,13,17,3,3,31,33,30,28,33,30,27,23,17,12,5,8,21,19,5,6,12,17,26,60,25,56
93,110,26,26,11,4,32,35,28,18,20,40,15,35,11,5,8,6,8,16,0,7,15,11,39,80,27,61
90,93,22,15,5,8,34,33,24,17,13,30,8,20,11,5,6,7,11,3,2,1,14,13,38,74,35,70
109,98,17,12,4,2,24,32,23,33,36,34,29,25,9,8,9,6,21,14,6,5,13,18,31,56,29,59
96,91,21,24,2,6,28,33,21,29,33,20,26,15,11,10,6,4,11,17,4,4,9,13,29,65,32,59
106,108,27,28,4,15,22,30,20,22,23,20,19,14,13,16,7,10,19,12,5,6,10,13,36,69,38,76
113,106,32,22,6,4,28,23,17,20,26,19,20,14,13,12,2,8,21,7,11,2,9,3,30,58,43,82
74,82,14,16,3,9,28,32,35,19,26,43,20,33,17,15,7,8,10,12,2,3,17,15,24,66,20,54
99,86,16,12,6,2,32,31,21,30,34,23,22,16,7,7,5,7,16,8,5,2,11,14,31,55,32,66
93,80,11,21,5,11,29,27,18,32,31,16,25,6,21,11,12,6,12,13,2,4,16,24,31,76,31,63
92,90,27,14,5,2,35,35,24,26,26,34,14,27,5,12,6,4,13,19,6,7,9,13,30,62,21,56
99,100,21,23,8,2,33,36,29,26,31,31,21,21,14,11,6,4,18,23,8,9,16,11,27,66,26,60
105,95,20,14,7,3,27,24,24,27,42,35,28,28,11,27,14,0,5,11,1,5,11,18,37,67,26,76
108,102,21,18,2,6,22,25,20,21,20,16,17,15,8,5,8,7,14,10,7,7,13,20,35,68,33,61
108,95,31,14,8,3,26,28,24,28,28,25,16,19,6,17,9,9,13,16,6,6,17,22,37,61,29,63
95,91,20,15,4,9,30,34,20,22,32,24,23,18,19,10,9,7,8,14,2,7,11,19,33,89,26,67
111,109,30,28,7,1,20,27,25,17,25,30,17,23,8,11,17,4,22,13,6,4,10,21,38,60,37,64
99,104,17,31,2,3,35,28,23,21,20,17,14,15,9,9,7,7,15,24,3,7,19,14,38,69,34,64
105,112,24,20,7,3,25,35,23,22,23,32,16,27,11,13,11,6,21,28,5,13,12,20,37,69,23,51
106,101,24,24,5,4,23,26,15,25,29,20,25,13,8,10,4,5,18,13,7,4,8,11,30,58,38,67
111,84,30,16,8,4,32,23,17,20,18,20,14,15,6,9,12,7,15,12,11,5,16,19,32,58,27,65
100,110,24,29,4,5,27,38,22,21,23,24,16,17,6,13,7,9,20,24,10,9,14,17,27,61,33,61
113,108,24,24,2,3,24,35,29,35,46,35,33,26,17,16,8,7,18,16,6,4,12,16,31,65,35,69
116,112,27,27,2,8,27,33,20,28,35,17,29,11,13,6,8,9,13,29,5,11,21,22,36,72,34,58
107,87,19,18,3,8,30,19,27,22,26,26,22,18,12,6,11,8,10,21,3,5,14,19,38,72,27,49
109,111,20,19,7,9,25,28,21,25,29,26,23,22,12,15,10,6,9,19,6,9,9,14,34,72,31,66
99,91,24,16,5,0,27,24,22,28,30,24,24,19,4,11,5,4,22,20,11,10,12,16,21,41,21,50
97,99,17,17,2,2,29,31,22,23,30,27,23,19,14,13,5,9,21,16,6,4,15,12,28,59,34,64
90,93,20,22,2,5,26,26,23,22,20,24,15,16,10,11,7,6,14,21,5,9,10,15,30,60,25,49
113,128,17,26,3,3,26,39,33,32,45,44,37,32,16,13,6,4,16,18,6,6,10,14,29,76,39,64
98,107,23,25,3,6,36,38,22,19,11,21,8,18,13,10,6,11,23,23,8,5,18,14,33,72,37,68
97,84,16,17,4,5,34,26,22,19,26,29,21,22,12,17,9,4,18,20,6,4,10,12,29,62,25,61
92,111,21,26,6,6,25,25,18,20,19,16,14,12,12,10,9,6,9,10,4,5,18,14,33,71,42,73
90,95,18,15,2,4,26,25,23,24,29,26,20,20,13,12,6,9,8,16,4,5,15,13,29,64,30,60
108,102,25,17,8,8,30,28,24,32,35,31,29,23,13,6,6,8,12,9,5,5,15,18,32,68,32,61
88,98,16,28,6,8,31,32,23,29,44,29,33,23,18,7,5,6,6,24,3,7,16,9,23,70,27,54
89,94,12,17,5,0,32,30,29,21,27,33,20,26,12,11,0,5,23,24,5,6,8,5,27,55,25,58
96,100,22,23,4,5,22,22,18,18,18,25,16,19,11,6,7,5,19,22,6,9,10,11,31,54,27,43
97,70,23,19,1,7,35,23,19,20,17,19,11,14,10,14,8,8,15,16,8,6,14,13,31,60,19,61
94,98,21,27,7,6,30,29,21,24,25,26,15,24,10,7,6,6,12,12,3,6,10,9,35,64,28,60
94,100,30,21,3,7,26,33,25,17,10,23,3,20,16,14,4,7,16,7,7,2,12,12,35,75,37,72
92,93,23,20,8,4,33,31,28,23,17,32,12,22,8,8,4,7,11,9,4,5,19,14,34,66,28,72
103,86,21,12,5,5,25,26,20,29,35,22,25,14,16,17,8,7,11,22,4,6,14,20,33,67,27,55
140,133,23,39,1,4,44,40,27,41,54,16,32,14,19,7,12,7,11,44,4,13,22,17,48,94,40,68
120,110,29,21,8,4,27,27,23,28,43,29,32,24,7,5,12,6,17,16,6,6,14,18,35,61,34,63
115,96,21,12,3,1,30,24,15,28,35,12,30,10,10,15,6,6,26,22,11,6,13,12,26,45,34,67
104,94,21,22,6,3,30,27,18,26,40,12,27,10,7,7,8,10,23,21,7,8,11,12,28,49,30,60
97,108,18,16,3,3,28,30,27,30,41,33,33,26,5,6,9,4,11,19,2,10,18,15,29,54,26,55
90,80,21,15,10,6,27,19,21,23,22,20,16,16,12,9,10,9,12,19,4,6,18,17,31,59,23,52
98,111,23,28,3,6,36,38,20,22,27,27,19,17,11,14,3,6,15,15,5,6,9,9,32,76,38,77
95,81,19,11,12,6,39,26,22,17,20,29,16,19,13,14,2,8,13,7,5,0,14,6,32,66,31,77
108,99,21,15,6,5,22,27,22,23,29,25,22,19,10,8,7,5,19,5,8,2,10,12,31,55,37,69
111,123,23,29,2,7,22,32,22,31,33,33,29,28,15,11,4,7,22,17,10,9,9,12,26,63,34,61
84,91,17,23,2,7,34,35,19,17,20,24,17,16,9,13,7,7,19,22,5,7,17,14,26,64,27,60
97,101,21,22,3,4,30,32,26,26,32,34,22,27,12,8,8,3,25,25,9,10,14,17,24,56,22,52
109,106,26,22,8,6,40,22,27,24,31,35,23,25,5,17,2,16,11,8,6,1,23,5,34,59,39,92
107,92,23,19,4,5,30,33,26,26,30,24,23,15,10,13,10,6,14,23,8,9,9,17,30,63,25,53
106,86,26,21,7,4,31,24,21,24,27,18,23,14,11,17,14,12,15,23,7,4,20,20,31,58,30,62
121,97,23,17,4,0,26,17,24,24,31,25,22,24,8,4,6,8,10,13,7,5,12,16,39,63,29,54
106,75,24,12,8,5,37,22,19,17,18,25,15,20,20,8,3,5,16,9,5,3,12,13,38,70,23,61
105,85,25,12,5,4,38,43,15,10,6,23,5,15,4,14,10,5,28,9,12,4,8,18,32,64,29,77
91,78,18,8,7,4,28,22,20,22,29,24,24,18,11,18,9,5,7,11,1,2,9,13,32,63,27,67
