Date,Team,O.Team,Points,O.Points,Assists,O.Assists,BiggestLead,O.BiggestLead,Blocks,O.Blocks,DefensiveRebounds,O.DefensiveRebounds,FastBreakPoints,O.FastBreakPoints,FieldGoalsAttempted,O.FieldGoalsAttempted,FieldGoalsMade,O.FieldGoalsMade,Fouls,O.Fouls,FreeThrowsAttempted,O.FreeThrowsAttempted,FreeThrowsMade,O.FreeThrowsMade,MarginAtTheHalf,O.MarginAtTheHalf,OffensiveRebounds,O.OffensiveRebounds,Rebounds,O.Rebounds,Steals,O.Steals,ThreePointersAttempted,O.ThreePointersAttempted,ThreePointersMade,O.ThreePointersMade,Turnovers,O.Turnovers,Playoffs
20051118,Heat,Seventysixers,106,96,20,13,15,7,5,5,30,24,10,7,78,78,39,34,24,19,26,32,19,24,7,-7,16,11,46,35,6,6,20,13,9,4,17,11,0
20051118,Pelicans,Hawks,95,92,20,10,26,1,4,7,26,30,6,25,83,74,33,35,24,29,32,24,21,15,19,-19,17,11,43,41,13,11,16,16,8,7,16,22,0
20051118,Kings,Bucks,103,82,31,18,22,0,6,1,36,30,21,9,78,84,40,31,20,27,30,24,22,16,4,-4,10,15,46,45,8,9,13,14,1,4,15,18,0
20051118,Lakers,Clippers,91,97,22,17,0,13,3,9,28,37,6,8,85,72,33,32,20,22,30,35,23,30,-8,8,13,6,41,43,6,4,14,10,2,3,9,12,0
20051118,Nuggets,Knicks,95,86,23,19,15,6,5,5,35,30,26,7,76,85,35,32,25,24,30,30,24,18,-1,1,8,19,43,49,11,7,11,8,1,4,16,21,0
20051118,Pacers,Hornets,93,85,17,18,13,5,6,7,36,24,7,19,67,93,28,35,20,28,45,14,34,10,0,0,14,20,50,44,10,12,14,15,3,5,22,19,0
20051118,Rockets,Pistons,70,78,14,17,1,10,4,10,39,26,14,7,70,85,27,33,18,20,17,12,13,7,-3,3,13,12,52,38,6,10,6,15,3,5,19,8,0
20051118,Suns,Jazz,102,94,31,13,17,2,4,4,31,32,25,8,80,81,39,34,24,18,18,32,11,20,5,-5,10,18,41,50,7,8,29,12,13,6,16,16,0
20051118,Supersonics,Bulls,98,84,23,18,21,15,10,3,32,27,16,8,77,85,37,32,15,20,19,16,14,10,-11,11,9,15,41,42,6,3,22,23,10,10,12,13,0
20051118,Trailblazers,Warriors,80,91,15,19,0,16,6,2,34,23,2,18,66,85,28,36,24,22,22,17,19,10,-11,11,10,15,44,38,4,8,15,22,5,9,24,9,0
20051119,Jazz,Grizzlies,72,80,24,17,1,11,7,10,24,31,10,12,81,66,30,27,24,16,11,30,8,19,-8,8,17,12,41,43,6,5,16,20,4,7,9,12,0
20051119,Magic,Pelicans,95,98,20,17,5,10,3,3,24,24,6,15,73,64,37,35,27,23,22,38,15,25,-5,5,7,10,31,34,4,5,16,6,6,3,15,13,0
20051119,Mavericks,Pistons,119,82,15,17,37,1,7,2,32,14,18,4,76,80,45,33,17,24,32,19,27,12,21,-21,15,12,47,26,5,2,7,11,2,4,11,10,0
20051119,Nets,Wizards,89,83,27,14,11,8,5,5,29,23,16,19,77,82,34,31,27,25,28,31,18,17,7,-7,15,18,44,41,10,15,12,13,3,4,19,16,0
20051119,Seventysixers,Cavaliers,120,123,28,23,16,3,4,5,27,33,19,21,91,87,48,43,23,21,22,38,20,29,9,-9,6,16,33,49,10,6,9,20,4,8,10,16,0
20051119,Spurs,Suns,97,91,16,25,9,9,5,4,37,36,7,19,86,82,35,37,22,27,39,19,25,13,-6,6,17,8,54,44,13,6,12,17,2,4,12,15,0
20051119,Timberwolves,Hornets,102,89,22,17,23,1,6,3,34,26,8,6,77,73,40,27,28,24,27,32,18,28,7,-7,9,10,43,36,8,9,10,17,4,7,18,12,0
20051120,Clippers,Warriors,113,101,22,25,17,8,2,2,40,27,5,12,76,95,39,37,20,27,35,21,30,20,4,-4,8,12,48,39,4,7,13,35,5,7,15,9,0
20051120,Knicks,Trailblazers,103,92,19,20,13,5,0,5,22,19,14,4,71,60,35,33,22,30,38,27,31,18,-3,3,12,5,34,24,8,5,7,13,2,8,13,23,0
20051120,Lakers,Bulls,93,96,19,25,7,9,4,5,29,35,8,13,78,89,33,38,21,23,32,18,21,13,-2,2,9,13,38,48,9,4,21,14,6,7,11,15,0
20051120,Nuggets,Grizzlies,99,83,25,13,18,9,12,4,37,32,24,9,87,86,39,32,18,22,29,20,19,15,2,-2,18,11,55,43,7,6,13,25,2,4,10,9,0
20051120,Pacers,Rockets,85,74,18,11,21,8,3,4,31,28,2,3,72,71,30,29,19,26,32,13,20,12,1,-1,12,5,43,33,9,4,22,11,5,4,12,19,0
20051120,Raptors,Heat,107,94,24,20,13,14,5,4,32,30,11,19,82,83,37,37,21,27,35,18,25,12,-5,5,15,9,47,39,4,5,21,27,8,8,12,13,0
20051120,Supersonics,Kings,106,104,29,28,5,13,3,3,24,31,15,8,84,72,40,40,23,17,17,22,14,16,-6,6,12,7,36,38,12,8,32,14,12,8,14,18,0
20051121,Jazz,Bucks,100,80,28,14,24,5,5,5,33,28,9,8,88,69,36,28,24,28,27,34,21,20,15,-15,20,7,53,35,7,8,14,10,7,4,14,13,0
20051121,Kings,Spurs,93,96,15,15,0,17,3,5,26,34,14,6,84,74,33,34,24,26,28,30,24,26,-10,10,14,9,40,43,12,8,9,9,3,2,17,18,0
20051121,Seventysixers,Pelicans,103,91,25,24,24,4,3,2,33,24,12,15,79,78,38,31,25,20,26,36,21,27,18,-18,17,14,50,38,5,10,15,13,6,2,17,13,0
20051121,Warriors,Nets,100,97,20,19,13,4,5,2,36,27,14,14,72,75,33,32,29,21,27,39,22,27,3,-3,9,15,45,42,6,6,28,19,12,6,16,12,0
20051122,Cavaliers,Celtics,115,93,20,21,23,1,11,10,33,33,16,7,85,85,38,35,17,27,37,26,34,17,7,-7,10,11,43,44,10,3,17,14,5,6,8,20,0
20051122,Grizzlies,Trailblazers,87,95,18,18,5,14,7,8,25,33,16,12,90,73,35,34,22,16,15,33,10,26,-13,13,18,12,43,45,8,7,21,7,7,1,12,12,0
20051122,Mavericks,Rockets,102,93,19,15,9,11,5,4,28,26,11,2,72,69,34,31,22,33,41,31,27,23,-5,5,17,8,45,34,6,5,15,14,7,8,10,9,0
20051122,Suns,Raptors,90,82,17,13,11,10,6,1,37,32,2,9,87,88,37,35,16,24,14,12,12,7,4,-4,15,11,52,43,5,7,25,21,4,5,18,17,0
20051122,Supersonics,Jazz,87,93,14,20,3,17,2,4,24,30,8,7,76,68,29,32,25,25,30,30,23,24,-13,13,12,8,36,38,5,4,21,11,6,5,11,11,0
20051122,Wizards,Nuggets,105,108,23,27,9,14,6,9,29,34,23,24,91,81,37,37,28,30,33,35,25,29,-4,4,11,10,40,44,6,7,19,14,6,5,14,18,0
20051123,Hornets,Knicks,108,95,24,19,22,1,5,4,22,23,12,4,88,64,39,31,24,21,25,36,20,30,9,-9,21,10,43,33,11,9,23,8,10,3,14,22,0
20051123,Bucks,Seventysixers,108,97,20,16,12,10,2,1,37,32,2,2,91,72,37,32,26,29,43,35,31,28,-9,9,18,6,55,38,8,6,13,11,3,5,11,16,0
20051123,Clippers,Raptors,103,100,22,21,3,12,12,1,35,24,11,0,68,87,39,33,25,24,29,32,23,26,-10,10,4,15,39,39,2,4,7,24,2,8,15,5,0
20051123,Hawks,Celtics,120,117,23,22,7,7,4,6,24,20,9,13,72,73,40,40,25,32,38,29,34,26,1,-1,14,5,38,25,6,8,8,19,6,11,18,17,0
20051123,Heat,Trailblazers,100,79,18,16,23,2,6,7,34,30,11,7,77,73,38,32,13,20,17,15,15,10,7,-7,7,5,41,35,2,4,16,12,9,5,11,15,0
20051123,Pelicans,Timberwolves,84,80,14,14,5,18,1,5,35,30,13,14,80,74,29,29,15,26,29,22,24,17,-12,12,14,8,49,38,6,5,15,15,2,5,8,12,0
20051123,Kings,Nets,114,105,25,28,22,7,1,5,28,25,23,10,74,78,38,42,18,28,36,23,32,17,1,-1,8,9,36,34,10,9,12,11,6,4,16,16,0
20051123,Magic,Wizards,91,83,20,18,13,0,1,5,32,26,2,7,76,79,36,31,18,17,17,20,13,16,13,-13,11,14,43,40,6,10,10,20,6,5,18,12,0
20051123,Pistons,Nuggets,114,89,36,22,31,1,12,2,31,22,19,9,81,85,43,34,19,21,30,21,21,17,17,-17,18,15,49,37,10,6,16,10,7,4,12,14,0
20051123,Rockets,Suns,88,100,17,33,0,16,0,5,37,36,6,15,80,84,33,38,18,19,20,15,15,10,-10,10,13,8,50,44,4,10,19,27,7,14,15,8,0
20051123,Warriors,Spurs,89,113,16,31,0,36,1,8,21,39,11,15,77,82,29,45,17,23,31,20,29,17,-30,30,6,13,27,52,7,6,9,13,2,6,10,14,0
20051124,Lakers,Supersonics,108,96,21,19,17,10,2,2,30,29,7,7,84,79,37,33,23,27,34,24,24,18,-8,8,15,11,45,40,6,2,20,29,10,12,8,15,0
20051124,Pacers,Cavaliers,98,76,19,10,24,3,3,7,30,23,8,4,79,69,39,26,21,18,13,27,9,20,17,-17,11,12,41,35,8,9,18,16,11,4,18,18,0
20051125,Celtics,Hornets,90,89,21,21,10,3,5,7,29,29,11,10,79,82,36,36,29,24,22,22,14,13,-1,1,9,13,38,42,7,6,13,16,4,4,16,19,0
20051125,Grizzlies,Rockets,86,81,20,20,6,11,6,4,28,30,8,12,78,60,32,24,20,22,21,31,15,25,0,0,11,7,39,37,6,8,23,17,7,8,12,18,0
20051125,Heat,Mavericks,90,103,12,19,4,15,6,2,23,32,15,18,80,74,35,37,19,17,29,24,20,21,-12,12,12,8,35,40,9,7,11,15,0,8,12,14,0
20051125,Jazz,Warriors,90,94,23,17,19,4,2,3,41,30,14,15,77,79,35,31,29,23,22,38,18,23,11,-11,11,11,52,41,5,6,15,28,2,9,17,12,0
20051125,Kings,Raptors,106,104,25,27,7,8,2,1,30,30,4,16,80,82,40,42,16,27,28,17,20,15,-2,2,10,7,40,37,3,6,16,17,6,5,10,10,0
20051125,Magic,Trailblazers,104,89,22,20,18,8,3,7,30,19,12,8,87,76,46,34,22,18,11,25,8,19,3,-3,19,10,49,29,6,4,11,11,4,2,11,12,0
20051125,Nuggets,Clippers,105,95,24,15,16,6,5,8,31,37,31,13,76,76,35,33,30,29,42,35,31,27,-1,1,6,7,37,44,6,7,8,15,4,2,11,16,0
20051125,Pacers,Hawks,85,87,18,19,4,11,6,4,32,32,12,6,81,90,33,32,21,25,20,26,16,18,-3,3,13,24,45,56,1,5,17,10,3,5,14,11,0
20051125,Pistons,Wizards,114,120,23,18,8,17,6,5,39,36,10,15,108,100,40,36,32,29,33,46,26,38,-5,5,25,25,64,61,3,11,28,26,8,10,15,11,0
20051125,Spurs,Bulls,99,106,21,25,7,10,7,4,33,37,8,16,80,88,36,43,21,27,25,16,16,12,-2,2,8,12,41,49,3,4,28,18,11,8,12,13,0
20051125,Suns,Nets,92,81,20,11,20,3,4,4,36,34,10,3,83,76,35,30,17,23,22,21,16,12,14,-14,10,8,46,42,8,6,25,18,6,9,7,15,0
20051125,Timberwolves,Bucks,99,91,25,19,13,8,10,1,29,28,9,4,70,83,37,36,19,21,27,16,20,13,-3,3,6,14,35,42,4,6,11,17,5,6,11,11,0
20051126,Hornets,Wizards,100,82,21,16,21,1,6,2,32,31,25,10,88,76,40,30,26,24,26,25,15,17,4,-4,18,12,50,43,10,5,18,19,5,5,18,20,0
20051126,Bucks,Pistons,76,85,16,16,6,11,2,5,35,30,14,12,76,70,30,26,23,19,17,32,10,26,-4,4,16,11,51,41,3,9,10,18,6,7,15,7,0
20051126,Cavaliers,Timberwolves,85,89,8,18,7,5,6,9,27,33,12,3,88,69,28,34,22,23,24,20,22,15,5,-5,21,6,48,39,8,4,21,14,7,6,11,16,0
20051126,Knicks,Seventysixers,105,102,16,19,9,15,5,7,34,29,3,6,105,88,42,38,24,27,24,26,18,20,-13,13,19,13,53,42,5,4,14,15,3,6,11,12,0
20051126,Magic,Heat,80,77,11,13,12,0,6,8,31,32,9,10,77,81,27,26,20,28,32,29,25,19,8,-8,16,19,47,51,5,6,7,21,1,6,11,15,0
20051126,Mavericks,Grizzlies,92,112,11,23,10,20,4,4,22,28,18,11,71,74,31,41,28,28,35,32,25,23,-11,11,17,11,39,39,11,10,14,15,5,7,17,15,0
20051126,Rockets,Bulls,89,94,18,21,5,15,4,6,36,32,2,6,76,73,28,35,26,22,31,30,28,19,0,0,11,5,47,37,5,5,15,13,5,5,13,10,0
20051126,Supersonics,Pelicans,99,105,22,19,4,12,7,2,22,27,11,7,93,71,39,33,30,24,18,41,12,34,-8,8,14,12,36,39,8,6,31,10,9,5,11,17,0
20051126,Warriors,Raptors,117,91,37,15,28,2,4,2,35,25,19,18,83,79,47,34,20,23,24,30,18,22,15,-15,10,11,45,36,5,9,21,13,5,1,16,13,0
20051127,Clippers,Pacers,92,97,16,18,9,10,6,3,39,29,4,2,70,84,32,34,22,22,27,28,25,21,7,-7,5,13,44,42,6,10,7,20,3,8,17,9,0
20051127,Hawks,Trailblazers,75,77,10,14,13,9,2,7,30,28,12,4,70,72,28,32,20,19,26,17,19,10,2,-2,12,10,42,38,7,6,6,15,0,3,13,13,0
20051127,Lakers,Nets,96,102,16,24,0,18,2,5,25,39,0,8,95,77,32,34,36,39,38,43,27,33,-8,8,23,10,48,49,8,7,24,7,5,1,15,19,0
20051128,Celtics,Magic,83,87,19,17,6,8,4,6,32,31,15,3,77,69,33,31,23,20,19,33,15,22,-2,2,11,11,43,42,5,8,12,9,2,3,18,15,0
20051128,Heat,Knicks,107,94,19,19,29,0,13,2,30,25,14,7,74,82,35,39,16,26,34,18,30,10,26,-26,11,10,41,35,7,3,18,10,7,6,10,12,0
20051128,Nuggets,Nets,92,101,16,26,0,22,5,2,31,31,33,19,77,74,29,34,24,27,47,35,30,25,-15,15,19,8,50,39,14,7,16,22,4,8,14,16,0
20051128,Raptors,Mavericks,91,93,18,23,6,9,1,6,33,28,13,10,79,88,34,39,18,19,21,13,18,8,2,-2,12,15,45,43,4,7,17,20,5,7,12,8,0
20051128,Warriors,Pelicans,99,83,21,19,22,5,3,2,29,31,23,13,88,74,39,31,26,21,17,26,14,19,3,-3,18,11,47,42,10,6,22,11,7,2,13,17,0
20051129,Bucks,Mavericks,113,111,21,17,10,12,5,6,32,26,14,15,82,88,40,42,22,29,35,27,27,21,1,-1,14,11,46,37,6,5,11,13,6,6,15,10,0
20051129,Bulls,Magic,85,76,28,20,13,11,1,3,27,35,11,5,78,63,34,26,23,18,21,26,11,17,-1,1,10,4,37,39,13,4,23,17,6,7,11,18,0
20051129,Jazz,Pacers,60,84,15,14,0,29,9,10,30,37,6,5,69,74,23,30,20,19,19,22,11,15,-7,7,8,11,38,48,4,10,8,18,3,9,20,17,0
20051129,Kings,Hornets,110,92,29,21,28,1,3,4,34,30,5,15,80,96,40,39,18,24,23,13,20,9,13,-13,8,16,42,46,6,12,14,17,10,5,18,16,0
20051129,Rockets,Hawks,100,85,16,17,15,1,3,5,37,28,4,17,78,76,35,30,25,25,31,34,25,22,1,-1,9,10,46,38,6,13,16,12,5,3,18,15,0
20051129,Seventysixers,Trailblazers,107,83,17,16,30,3,3,10,39,26,29,11,94,72,42,32,21,20,23,26,19,16,16,-16,21,4,60,30,5,5,12,8,4,3,12,14,0
20051129,Spurs,Lakers,90,84,15,14,17,0,5,5,40,29,6,7,76,94,36,33,18,26,25,18,14,13,5,-5,11,17,51,46,3,9,10,14,4,5,16,10,0
20051129,Timberwolves,Clippers,84,93,20,22,5,16,4,8,36,40,9,8,79,83,31,40,18,22,26,17,18,10,-3,3,9,10,45,50,7,6,12,7,4,3,10,12,0
20051130,Cavaliers,Clippers,112,105,20,20,9,7,4,5,37,30,8,6,81,91,33,37,24,34,47,28,40,25,5,-5,10,13,47,43,8,8,21,14,6,6,14,15,0
20051130,Celtics,Seventysixers,110,103,24,21,8,2,10,7,44,35,14,15,87,88,39,36,24,27,37,35,29,27,1,-1,15,5,59,40,3,6,12,13,3,4,13,8,0
20051130,Hawks,Heat,74,96,16,24,4,24,2,3,27,34,4,12,75,75,30,40,16,17,20,14,14,10,-9,9,10,7,37,41,5,7,7,17,0,6,12,11,0
20051130,Knicks,Bulls,109,101,17,19,13,12,3,5,29,25,12,3,65,76,30,35,26,40,57,25,45,18,-8,8,9,8,38,33,9,7,9,25,4,13,15,19,0
20051130,Nets,Pistons,83,93,20,24,7,12,3,3,28,31,5,7,86,73,35,33,18,16,17,20,13,17,5,-5,16,6,44,37,4,5,7,20,0,10,9,10,0
20051130,Nuggets,Pelicans,95,102,23,22,9,9,12,7,35,34,25,12,87,86,38,36,23,16,20,29,14,24,-1,1,12,12,47,46,6,7,11,9,5,6,10,9,0
20051130,Raptors,Grizzlies,66,92,16,20,0,29,4,2,26,34,11,8,72,73,25,37,23,19,16,15,15,11,-23,23,9,7,35,41,8,8,13,13,1,7,18,18,0
20051130,Suns,Pacers,109,91,25,11,34,0,7,5,39,33,14,15,92,84,43,36,21,18,17,24,14,15,17,-17,10,8,49,41,9,13,23,16,9,4,16,18,0
20051130,Supersonics,Hornets,104,94,28,20,18,2,2,4,30,31,22,15,85,75,40,33,26,19,20,30,17,25,10,-10,10,13,40,44,8,4,20,13,7,3,11,17,0
20051130,Warriors,Kings,113,106,28,22,14,2,2,2,34,24,8,4,89,79,41,39,28,25,24,31,19,20,7,-7,15,8,49,32,7,9,31,19,12,8,16,14,0
20051130,Wizards,Trailblazers,96,89,17,17,8,10,5,12,34,40,22,14,96,83,36,38,18,24,24,17,20,10,2,-2,21,10,55,50,10,5,14,11,4,3,15,18,0
20051201,Jazz,Lakers,101,105,11,18,2,14,4,4,30,29,14,6,75,80,27,34,38,39,53,41,42,29,-8,8,17,16,47,45,4,5,16,17,5,8,14,13,0
20051201,Mavericks,Spurs,90,92,14,14,4,8,3,3,32,37,13,12,77,75,31,35,23,24,35,29,24,19,-2,2,14,8,46,45,6,4,11,11,4,3,10,10,0
20051202,Celtics,Bulls,102,106,17,25,7,15,9,5,28,31,11,8,68,85,32,35,27,29,38,34,29,27,-8,8,6,16,34,47,7,9,19,22,9,9,20,18,0
20051202,Grizzlies,Magic,91,69,21,13,32,3,7,5,34,26,17,14,59,74,31,28,22,27,34,18,23,11,23,-23,5,11,39,37,6,7,14,7,6,2,13,13,0
20051202,Hawks,Raptors,101,102,25,22,2,12,6,4,24,23,12,18,78,82,43,40,20,18,15,18,11,16,-9,9,11,14,35,37,6,7,9,16,4,6,17,12,0
20051202,Pelicans,Seventysixers,88,86,19,14,14,8,6,7,32,28,12,4,74,78,32,32,18,25,33,24,21,18,13,-13,12,13,44,41,6,6,14,16,3,4,14,10,0
20051202,Kings,Heat,87,98,28,23,3,13,5,12,28,33,12,17,83,74,35,36,21,21,17,18,14,15,-9,9,8,7,36,40,8,7,15,21,3,11,14,18,0
20051202,Lakers,Timberwolves,108,113,27,21,18,10,5,4,22,16,8,4,81,76,44,42,22,24,15,21,13,18,15,-15,15,6,37,22,6,7,17,17,7,11,16,9,0
20051202,Pistons,Knicks,106,98,25,23,19,9,7,5,28,23,9,18,68,82,37,37,23,31,40,28,29,22,0,0,9,14,37,37,6,11,9,7,3,2,18,13,0
20051202,Suns,Nuggets,102,97,29,16,17,2,7,6,34,35,21,10,93,86,42,37,22,24,16,24,10,21,17,-17,9,9,43,44,8,7,22,9,8,2,16,22,0
20051202,Supersonics,Cavaliers,115,108,20,21,14,10,3,10,27,22,15,18,85,77,44,37,22,17,23,32,17,26,10,-10,11,8,38,30,9,2,24,25,10,8,8,13,0
20051202,Trailblazers,Pacers,78,98,12,16,4,28,4,2,21,32,6,8,77,75,31,36,17,24,26,26,15,20,-12,12,13,15,34,47,5,5,7,16,1,6,8,12,0
20051202,Warriors,Hornets,107,100,24,17,9,11,8,10,42,29,19,16,89,81,37,27,34,27,33,52,25,43,-3,3,15,13,57,42,6,11,27,14,8,3,17,13,0
20051202,Wizards,Bucks,102,105,19,28,5,10,5,3,33,29,11,14,80,89,41,44,17,21,23,16,15,9,1,-1,8,14,41,43,7,6,14,19,5,8,12,10,0
20051203,Bucks,Magic,104,84,31,20,21,2,2,2,27,28,15,8,76,69,43,30,16,19,16,20,8,15,6,-6,5,9,32,37,9,9,18,11,10,9,11,19,0
20051203,Bulls,Pistons,79,92,16,27,15,22,4,4,32,29,8,9,77,78,30,33,20,19,26,15,15,14,0,0,10,8,42,37,10,6,14,23,4,12,14,16,0
20051203,Clippers,Cavaliers,102,90,22,15,19,0,7,3,43,26,11,10,79,89,41,31,23,20,22,27,16,19,13,-13,9,16,52,42,2,8,10,19,4,9,14,5,0
20051203,Mavericks,Pelicans,97,88,18,12,17,0,9,5,32,24,15,9,74,75,36,33,27,26,26,26,21,20,9,-9,11,8,43,32,7,5,8,8,4,2,15,14,0
20051203,Nets,Raptors,82,95,22,20,7,13,1,1,30,33,14,15,71,67,29,29,26,23,30,36,20,32,-6,6,8,7,38,40,4,5,17,10,4,5,14,11,0
20051203,Nuggets,Heat,101,99,31,19,14,4,4,6,27,34,28,17,89,79,41,36,24,23,20,25,15,18,6,-6,11,12,38,46,4,4,10,25,4,9,7,13,0
20051203,Rockets,Grizzlies,75,90,20,24,0,25,5,4,24,22,13,10,68,72,31,33,14,18,16,14,10,9,-21,21,12,9,36,31,11,12,15,32,3,15,21,15,0
20051203,Spurs,Seventysixers,100,91,27,13,18,10,9,5,31,32,20,10,85,76,41,31,23,15,17,34,11,26,-3,3,13,6,44,38,5,8,18,8,7,3,12,9,0
20051204,Kings,Timberwolves,77,85,17,15,2,16,0,3,27,32,12,13,76,74,32,32,23,22,20,27,12,19,-12,12,9,15,36,47,5,9,10,9,1,2,17,19,0
20051204,Knicks,Celtics,99,102,16,16,8,14,2,5,33,24,2,3,71,84,31,36,28,32,46,33,35,27,-1,1,15,12,48,36,6,10,7,13,2,3,22,11,0
20051204,Lakers,Hornets,99,98,22,19,7,10,7,5,25,24,2,9,85,81,36,40,18,21,22,23,20,15,-2,2,21,15,46,39,7,9,15,14,7,3,15,13,0
20051204,Suns,Hawks,112,94,27,8,37,0,11,3,34,29,16,8,82,87,39,32,30,26,29,33,25,26,21,-21,9,16,43,45,6,11,26,11,9,4,21,22,0
20051204,Supersonics,Pacers,107,102,20,22,16,8,2,5,27,22,11,15,79,75,37,40,20,27,29,19,26,13,3,-3,10,6,37,28,10,8,18,23,7,9,11,15,0
20051204,Trailblazers,Jazz,93,98,16,22,6,14,3,3,22,26,10,8,75,66,32,35,26,26,33,29,23,24,-10,10,18,4,40,30,8,6,16,10,6,4,13,14,0
20051205,Bulls,Mavericks,94,102,18,29,5,10,4,5,22,31,6,13,74,81,34,39,22,19,23,25,17,20,-2,2,8,15,30,46,9,12,23,12,9,4,15,15,0
20051205,Clippers,Heat,99,89,27,20,14,12,8,7,39,31,8,8,77,82,38,33,21,25,27,25,20,16,3,-3,6,6,45,37,4,8,8,21,3,7,12,11,0
20051205,Jazz,Timberwolves,77,91,18,15,6,15,5,8,29,32,10,12,77,76,29,34,18,26,24,19,18,17,-3,3,10,8,39,40,3,6,10,14,1,6,12,11,0
20051205,Magic,Spurs,85,110,11,25,3,28,2,10,27,38,8,4,84,71,30,39,22,19,22,36,20,25,0,0,11,7,38,45,8,4,11,18,5,7,13,13,0
20051206,Bucks,Lakers,92,111,22,25,4,19,2,3,26,26,17,18,81,89,39,43,22,18,15,22,11,19,-10,10,12,15,38,41,9,9,13,17,3,6,16,11,0
20051206,Grizzlies,Pelicans,89,73,15,17,21,3,9,2,34,26,11,15,66,80,30,31,22,26,31,17,23,9,11,-11,7,12,41,38,5,6,17,11,6,2,9,12,0
20051206,Kings,Cavaliers,97,102,25,17,6,13,3,4,26,28,5,12,79,75,37,37,27,22,24,36,20,26,-7,7,9,13,35,41,3,8,16,15,3,2,13,11,0
20051206,Nuggets,Hawks,125,116,29,30,14,2,10,5,27,18,38,15,75,88,44,43,24,32,39,27,36,23,8,-8,12,15,39,33,8,10,7,13,1,7,21,15,0
20051206,Pacers,Mavericks,75,84,10,14,0,14,7,4,27,33,8,7,67,69,23,32,20,28,39,22,27,18,-6,6,11,8,38,41,11,8,14,7,2,2,17,18,0
20051206,Rockets,Celtics,91,73,19,8,19,2,6,2,30,22,4,6,76,67,34,23,26,26,25,34,18,24,10,-10,13,14,43,36,8,7,18,9,5,3,15,17,0
20051206,Suns,Trailblazers,130,85,33,12,46,3,15,7,36,22,25,16,90,97,50,37,17,15,15,13,14,9,19,-19,16,15,52,37,4,6,32,12,16,2,12,10,0
20051206,Supersonics,Knicks,101,104,21,19,13,8,4,5,23,30,12,8,73,67,31,33,34,35,33,45,28,33,9,-9,8,12,31,42,8,6,25,6,11,5,14,18,0
20051206,Wizards,Raptors,119,111,25,26,10,4,5,2,32,34,15,15,90,84,45,40,20,31,36,27,22,22,-2,2,12,8,44,42,10,6,19,21,7,9,12,16,0
20051207,Hornets,Nets,84,97,12,30,4,17,9,7,27,31,19,21,84,83,32,41,21,24,27,20,19,10,-8,8,16,13,43,44,11,9,7,16,1,5,13,16,0
20051207,Clippers,Knicks,84,79,20,12,7,13,9,3,32,34,2,2,74,74,29,27,25,26,27,32,22,25,-11,11,10,12,42,46,5,8,12,3,4,0,11,14,0
20051207,Pelicans,Celtics,87,101,16,13,0,16,4,6,25,30,22,18,77,71,32,34,21,26,33,35,23,30,-11,11,11,11,36,41,7,7,3,12,0,3,14,15,0
20051207,Jazz,Hawks,95,83,29,9,19,2,7,2,24,20,8,9,73,62,38,29,31,28,22,31,17,20,1,-1,13,9,37,29,7,6,8,8,2,5,18,21,0
20051207,Magic,Bulls,93,102,18,24,7,14,5,1,33,28,15,16,74,78,34,37,26,22,29,24,21,18,7,-7,11,4,44,32,10,12,15,20,4,10,23,15,0
20051207,Raptors,Lakers,91,102,19,28,2,21,2,6,24,38,13,11,83,80,34,43,20,25,24,15,19,9,-6,6,9,10,33,48,9,6,22,15,4,7,10,16,0
20051207,Seventysixers,Bucks,85,88,17,22,8,18,8,5,35,34,8,25,73,84,31,36,23,23,29,16,21,11,-15,15,5,10,40,44,8,11,14,18,2,5,18,18,0
20051207,Spurs,Heat,98,84,24,16,20,1,6,1,31,28,9,6,81,78,38,28,25,23,25,28,19,23,17,-17,10,12,41,40,11,9,18,13,3,5,15,17,0
20051207,Trailblazers,Timberwolves,74,84,13,13,14,10,6,6,26,32,4,4,73,73,28,32,24,22,23,20,17,15,1,-1,9,15,35,47,6,6,11,12,1,5,12,15,0
20051207,Warriors,Suns,110,118,18,25,7,10,1,3,37,38,30,18,90,97,43,43,24,23,27,29,17,22,2,-2,7,16,44,54,10,8,21,25,7,10,18,17,0
20051208,Kings,Rockets,95,106,23,16,14,13,4,6,31,25,10,6,71,74,35,36,29,22,30,34,21,28,5,-5,5,7,36,32,7,11,14,16,4,6,15,13,0
20051208,Pacers,Wizards,111,87,27,15,29,16,7,3,39,28,10,9,78,88,46,30,22,16,17,29,11,23,-1,1,4,14,43,42,3,4,16,20,8,4,8,6,0
20051209,Bulls,Lakers,80,93,18,27,0,14,5,4,29,35,6,2,80,84,31,38,16,21,20,15,16,10,-10,10,8,10,37,45,7,6,15,18,2,7,10,10,0
20051209,Cavaliers,Nets,100,109,17,23,3,17,6,4,28,33,13,16,79,72,34,40,21,25,30,29,24,21,-8,8,10,5,38,38,5,6,23,15,8,8,13,13,0
20051209,Grizzlies,Mavericks,83,90,15,17,1,16,8,11,24,36,12,8,70,75,24,33,26,30,45,28,30,21,-7,7,14,14,38,50,8,5,16,7,5,3,12,16,0
20051209,Heat,Nuggets,92,100,18,17,4,8,5,3,30,33,17,19,76,81,32,33,25,27,29,35,22,31,1,-1,11,12,41,45,7,5,18,12,6,3,16,14,0
